Model Details
Model: NeoHookean, Initial Guess: 1, Bounds: unbounded, RMSE: 0.271, BIC: -339.419
Model: Ogden2, Initial Guess: 1,1,1,1, Bounds: unbounded, RMSE: 0.233, BIC: -364.637

Predictions
Note2: test3

Note: test2

x,y_original,NeoHookean_ypred,NeoHookean_computed,Ogden2_ypred,Ogden2_computed
1.000675978,0.064184695,0.06510122779816963,32.10223700028918,0.06723402764020908,33.16322787253996
1.001448524,0.146707874,0.13950267967380733,32.10223700028918,0.1440268655784121,33.16322787253996
1.002317639,0.201723326,0.22320458809666874,32.10223700028918,0.23036029015534162,33.16322787253996
1.003090185,0.275077263,0.29760649811851514,32.10223700028918,0.30704904285816415,33.16322787253996
1.003766163,0.3484312,0.36270848006455386,32.10223700028918,0.3741116356861595,33.16322787253996
1.004442141,0.430954379,0.42781079099122027,32.10223700028918,0.4411368607320969,33.16322787253996
1.005118119,0.513477558,0.4929134894273746,32.10223700028918,0.508124765742167,33.16322787253996
1.005890666,0.586831495,0.5673171915203038,32.10223700028918,0.584636805307952,33.16322787253996
1.006663212,0.669354674,0.6417214665544766,32.10223700028918,0.6611001345196463,33.16322787253996
1.00733919,0.761047095,0.7068258483787816,32.10223700028918,0.7279657515366766,33.16322787253996
1.008111736,0.82523179,0.7812316115019985,32.10223700028918,0.8043381253337902,33.16322787253996
1.008787715,0.907754969,0.8463375243698955,32.10223700028918,0.8711243636920527,33.16322787253996
1.009656829,0.981108905,0.9300460725743864,32.10223700028918,0.956937817682719,33.16322787253996
1.010332807,1.054462842,0.9951537106252498,32.10223700028918,1.0236394198925978,33.16322787253996
1.011008785,1.127816779,1.060262239619644,32.10223700028918,1.0903041141809537,33.16322787253996
1.0118779,1.192001474,1.1439746476414676,32.10223700028918,1.1759617495293653,33.16322787253996
1.012553878,1.274524653,1.2090854269588953,32.10223700028918,1.2425422585786452,33.16322787253996
1.013229856,1.357047832,1.2741972840082278,32.10223700028918,1.3090860132705935,33.16322787253996
1.013905834,1.439571011,1.3393102753134356,32.10223700028918,1.3755930601462767,33.16322787253996
1.01467838,1.512924948,1.4137265561908157,32.10223700028918,1.4515561968689417,33.16322787253996
1.015354358,1.577109642,1.478842167679602,32.10223700028918,1.517984740450654,33.16322787253996
1.016126905,1.650463579,1.5532616866638305,32.10223700028918,1.5938583788330072,33.16322787253996
1.016802883,1.723817516,1.618380175721358,32.10223700028918,1.6602086314663158,33.16322787253996
1.017478861,1.797171453,1.6835000953135522,32.10223700028918,1.7265224207799255,33.16322787253996
1.018154839,1.879694632,1.7486215010257413,32.10223700028918,1.7927997927467334,33.16322787253996
1.018927385,1.962217811,1.8230478280186475,32.10223700028918,1.8685007989064994,33.16322787253996
1.019603363,2.053910232,1.888172604762837,32.10223700028918,1.9347002881082607,33.16322787253996
1.020182773,2.136433411,1.9439951885259732,32.10223700028918,1.9914138629557099,33.16322787253996
1.020762183,2.21895659,1.9998190264086075,32.10223700028918,2.0481008166251415,33.16322787253996
1.021534729,2.301479769,2.0742527565748548,32.10223700028918,2.1236419951827807,33.16322787253996
1.022307275,2.374833705,2.1486888593727995,32.10223700028918,2.199135966092225,33.16322787253996
1.022790117,2.457356884,2.1952127369330774,32.10223700028918,2.246295828598101,33.16322787253996
1.023562663,2.549049306,2.269652868828338,32.10223700028918,2.3217132313307847,33.16322787253996
1.024238641,2.631572484,2.3347901267807507,32.10223700028918,2.387664901270922,33.16322787253996
1.025011187,2.714095663,2.4092351734534407,32.10223700028918,2.4629941774042816,33.16322787253996
1.025783734,2.796618842,2.4836830536376096,32.10223700028918,2.5382766467209166,33.16322787253996
1.026459712,2.869972779,2.548827197042908,32.10223700028918,2.6041103229794915,33.16322787253996
1.027039122,2.943326716,2.6046668193689664,32.10223700028918,2.6605107086642796,33.16322787253996
1.027618531,3.016680653,2.6605080032945265,32.10223700028918,2.7168847121788327,33.16322787253996
1.028004804,3.117542316,2.6977364290801065,32.10223700028918,2.754452824819313,33.16322787253996
1.028680783,3.200065495,2.762888133682445,32.10223700028918,2.8201690883287185,33.16322787253996
1.029260192,3.291757916,2.818734197611027,32.10223700028918,2.8764687706626058,33.16322787253996
